,State,Job,Companies,Location,Summary,Salary,Links,Post_Date
564, Telangana,Manager Data Science,Providence Global Center,"Hyderabad, Telangana","Enable data scientists to create forecasting and machine learning models by working along with business analyst, product managers and data analytics engineers…",No Salary,/rc/clk?jk=ac7e0b9c564a5705&fccid=ed2628577ca2cad6&vjs=3,08-11-2022
565, Karnataka,Staff Engineer - Machine Learning - Customer Engineering,52 Qualcomm India Private Limited,"Bengaluru, Karnataka",Live and breathe quality software development with excellent analytical and debugging skills. Strong understanding of Deep Learning fundamentals.,No Salary,/rc/clk?jk=f3fa75c3b44b9806&fccid=dd616958bd9ddc12&vjs=3,08-10-2022
566,Temporarily Remote in India,AI Engineer (India),QiO Technologies,Temporarily Remote in India,"You will review the data coming in from different sources, analyse and identify the necessary input data and where to obtain it; how best to combine with other…",No Salary,/rc/clk?jk=6851becfb6bd318f&fccid=a1a5f6c33c45f989&vjs=3,08-10-2022
567,Temporarily Remote in India,Data Science Engineer (India),QiO Technologies,Temporarily Remote in India,"Familiar with concepts and technologies around Software as a Service (SaaS), big data, cloud, Industry 4.0, OT, IoT, IIoT and MES.",No Salary,/rc/clk?jk=73242d03107c1daf&fccid=a1a5f6c33c45f989&vjs=3,08-10-2022
568, Karnataka,Data Analytics Manager,AISPL - Karnataka,"Bengaluru, Karnataka",Proficiency in using Python & carrying out data analytics projects and able to understand various data structures and common methods in data transformation.,No Salary,/rc/clk?jk=ef534b3f75c81eb0&fccid=fe2d21eef233e94a&vjs=3,08-11-2022
569, Karnataka,Data Analytics Manager,AISPL - Karnataka,"Bengaluru, Karnataka",Proficiency in using Python & carrying out data analytics projects and able to understand various data structures and common methods in data transformation.,No Salary,/rc/clk?jk=ef534b3f75c81eb0&fccid=fe2d21eef233e94a&vjs=3,08-11-2022
570, Karnataka,Lead Data Scientist-Data Engineer & Python,Société Générale,"Bengaluru, Karnataka",Understanding the data that will be available on Source Systems in business terms and provide complete solution based on those data understanding for end users.,No Salary,/rc/clk?jk=5c5ae2dc656d45a9&fccid=df6948c9b8da6236&vjs=3,08-12-2022
571,Uttar Pradesh,"Sr Mgr, Biz. Transformation, Amazon Fulfillment Machine Lear...",ADCI - Haryana,Uttar Pradesh,5+ years managing teams with large data handling and cross team scope. Strong analytical and quantitative skills with the ability to use data and metrics to…,No Salary,/rc/clk?jk=4292b90a3d87e944&fccid=fe2d21eef233e94a&vjs=3,08-10-2022
572, Karnataka,"Manager, AI Verticalization",Uniphore,"Bengaluru, Karnataka",Identifying areas for improvement in various AI modules via a thorough benchmarking strategy including data specification and plans for data curation.,No Salary,/rc/clk?jk=cba9c4a3211cbd2f&fccid=34f8c7d77241eaa8&vjs=3,08-09-2022
573, Maharashtra,Deputy Manager_Assistant Lead_Data Scientist_Pune,Vodafone,"Pune, Maharashtra","Presents data in charts, graphs, tables, designing and developing relational databases for collecting data and building or designing data input or data…",No Salary,/rc/clk?jk=7fd33f0be52a6046&fccid=374d720d3973ca1c&vjs=3,08-12-2022
574, Karnataka,Staff Engineer - Machine Learning - Customer Engineering,Qcom,"Bengaluru, Karnataka",Live and breathe quality software development with excellent analytical and debugging skills. Strong understanding of Deep Learning fundamentals.,No Salary,/rc/clk?jk=80a7cccbd07b9b81&fccid=d40ebe11fc879426&vjs=3,08-10-2022
575, Karnataka,Staff Engineer - Machine Learning - Customer Engineering,Qcom,"Bengaluru, Karnataka",Live and breathe quality software development with excellent analytical and debugging skills. Strong understanding of Deep Learning fundamentals.,No Salary,/rc/clk?jk=80a7cccbd07b9b81&fccid=d40ebe11fc879426&vjs=3,08-10-2022
576, Karnataka,Machine Learning Engineer,52 Qualcomm India Private Limited,"Bengaluru, Karnataka","Engineering Group, Engineering Group > Machine Learning Engineering. Understanding various frameworks and solutions to integrate qranium software stack within…",No Salary,/rc/clk?jk=dd1c0df500068b3e&fccid=dd616958bd9ddc12&vjs=3,08-10-2022
577, Telangana,"Data Science Manager, Payment Risk",Amazon Dev Center India - Hyd,"Hyderabad, Telangana","4+ years of experience managing data scientists, including intermediate managers. 10+ years of experience working in data science in a consumer product company.",No Salary,/rc/clk?jk=e1ba890556008ec6&fccid=fe2d21eef233e94a&vjs=3,08-13-2022
578, Karnataka,Principal Associate- Model Risk Management,Capital One,"Bengaluru, Karnataka",2+ years of experience in R or Python for large scale data analysis. You have hands-on experience developing data science solutions using open-source tools and…,No Salary,/rc/clk?jk=5a593a4713ee56de&fccid=b85c5070c3d3d8c8&vjs=3,08-09-2022
579, Karnataka,Business Intelligence Engineer,ADSIPL - Karnataka,"Bengaluru, Karnataka","Understand a broad range of Amazon’s data resources and processes. The ideal candidate has deep expertise in gathering requirements and insights, mining large…",No Salary,/rc/clk?jk=a7d6ea66db5900eb&fccid=fe2d21eef233e94a&vjs=3,08-09-2022
580, Delhi,AI Engineer- 3+ years - Remote,Michael Page,"Remote in Delhi, Delhi","Master's, Engineering School or PhD in data science, IA or computer science. This Group is the first alliance of quality management specialists in their fields…",No Salary,/rc/clk?jk=7c0b9e0870d0f78b&fccid=77087bd1709a8148&vjs=3,08-14-2022
581, Delhi,AI Engineer- 3+ years - Remote,Michael Page,"Remote in Delhi, Delhi","Master's, Engineering School or PhD in data science, IA or computer science. This Group is the first alliance of quality management specialists in their fields…",No Salary,/rc/clk?jk=7c0b9e0870d0f78b&fccid=77087bd1709a8148&vjs=3,08-14-2022
582,Telangana+1 location,Lead Analytics Consultant,WELLS FARGO BANK,Telangana+1 location,Ability to leverage data visualization tools and alternative front-end solutions to delivering data. Provide exploratory data analysis using SQL.,No Salary,/rc/clk?jk=e6ab8bfafe473f60&fccid=78bbcd26e39621f5&vjs=3,08-10-2022
583, Karnataka,Machine Learning Engineer Senior - Customer Engineering,Qcom,"Bengaluru, Karnataka",Enable pre-trained AI models on customer devices/framework. To be able to show demo with pre-trained models for respective use cases on Android/Linux.,No Salary,/rc/clk?jk=e469dbb41372e9b9&fccid=d40ebe11fc879426&vjs=3,08-10-2022
584, Maharashtra,"Sr Manager, Presales : Big Data",Databricks,"Mumbai, Maharashtra","Knowledgeable in and passionate about data-driven decisions, AI, and Cloud software models. As a Senior Pre Sales Manager (Strategic Accounts, Data & AI) will…",No Salary,/rc/clk?jk=6eaac25ba0ed14fd&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022
585, Tamil Nadu,PMS Analytics Business Analyst Expert,Philips,"Hybrid remote in Chennai, Tamil Nadu","Experience in designing and building dimensional data models to improve accessibility, efficiency, and quality of data. Technical Knowledge and Skills required.",No Salary,/rc/clk?jk=e53117cf10e8a576&fccid=e4af9ca5b6d3a604&vjs=3,08-09-2022
586, Delhi,Consulting-Business Operations-Cloud Engineering-Manager-Mac...,Deloitte,"Delhi, Delhi","Services include readiness, strategy, business case development, architecture and planning, governance and policy, and operating model transformation.",No Salary,/rc/clk?jk=49e8aa24323d6181&fccid=9e215d88a6b33622&vjs=3,08-13-2022
587, Delhi,Consulting-Business Operations-Cloud Engineering-Manager-Mac...,Deloitte,"Delhi, Delhi","Services include readiness, strategy, business case development, architecture and planning, governance and policy, and operating model transformation.",No Salary,/rc/clk?jk=49e8aa24323d6181&fccid=9e215d88a6b33622&vjs=3,08-13-2022
588, Karnataka,Manager Marketing Performance and Analytics,Merck KGaA Darmstadt Germany,"Bengaluru, Karnataka","Ensure data accuracy and completeness by performing quality data audits and analyses. Bachelor's Degree in marketing, computer science, business, economics,…",No Salary,/rc/clk?jk=002614ff78a5706e&fccid=68d0e0954a811351&vjs=3,08-11-2022
589,Remote,Principal Statistical Programmer,IQVIA,Remote,"Creates programming specifications, program development, program validation, and program output finalization associated with analysis datasets, tables, figures,…",No Salary,/rc/clk?jk=5001b7e8bdfe1595&fccid=6b7a1dfe07e7f037&vjs=3,08-11-2022
590, Haryana,SDE III (Backend and Machine Learning),Expedia Group,"Gurgaon, Haryana","Strong experience with data science packages and ML frameworks. Optionally, 1-2+ years hands-on ML/data science experience, ideally delivering projects…",No Salary,/rc/clk?jk=c0f009ac39459150&fccid=160efb82f2462f14&vjs=3,08-13-2022
591, Maharashtra,Senior Consultant - Supply Chain Analytics,General Mills,"Remote in Mumbai, Maharashtra","Experience in data bases to handle large data sets such as SQL, MS Access or similar – Nice to have. Synthesize large data sets/model results into usable…",No Salary,/rc/clk?jk=926bfdeb56f91060&fccid=3bcf7eb192e678e4&vjs=3,08-10-2022
592, Haryana+1 location,Assistant Manager - Data Scientist,Genpact,"Gurgaon, Haryana+1 location",Create additional data attributes under guidance from data scientists /domain experts. Combine data extracted from multiple sources into a unified data mart for…,No Salary,/rc/clk?jk=cd7c086e375b648a&fccid=afe30394bfba1470&vjs=3,08-11-2022
593, Haryana+1 location,Assistant Manager - Data Scientist,Genpact,"Gurgaon, Haryana+1 location",Create additional data attributes under guidance from data scientists /domain experts. Combine data extracted from multiple sources into a unified data mart for…,No Salary,/rc/clk?jk=cd7c086e375b648a&fccid=afe30394bfba1470&vjs=3,08-11-2022
594, Maharashtra,Senior Manager,Bank of America,"Mumbai, Maharashtra","7+years of relevant experience using SAS, SQL for data analytics. Analyze data to determine root causes and summarize Client, Revenue and Regulatory/Policy…",No Salary,/rc/clk?jk=37ac7d21a6d8c3ec&fccid=5bd99dfa21c8a490&vjs=3,08-13-2022
595, Karnataka,Machine Learning Engineer Senior - Customer Engineering,52 Qualcomm India Private Limited,"Bengaluru, Karnataka",Enable pre-trained AI models on customer devices/framework. To be able to show demo with pre-trained models for respective use cases on Android/Linux.,No Salary,/rc/clk?jk=97cb66c391d76dd2&fccid=dd616958bd9ddc12&vjs=3,08-10-2022
596, Maharashtra,"Analytics Specialist, Enterprise Technology Group",Sony Pictures Networks,"Mumbai, Maharashtra","Reporting to Head - Infrastructure & Analytics, Enterprise Technology Group , the incumbent will jointly build and design the analytics roadmap for the next 2…",No Salary,/rc/clk?jk=5db18de3bd61efe4&fccid=87296c430fc584e1&vjs=3,08-11-2022
597, Maharashtra,Deep Learning Engineer,P.S International HR Consultants,"Navi Mumbai, Maharashtra","Experienced on hyperparameter tuning, data augmentation, data wrangling, model optimization and model deployment.","₹4,00,000 - ₹6,50,000 a year",/rc/clk?jk=48691b29a6043ed9&fccid=42acaf71765969ab&vjs=3,08-14-2022
598, Karnataka,"Sr Engineer I, SW - AI, NLP, Computer vision",Harman International,"Bengaluru, Karnataka",Appx 4-6 years of experience in automotive domain with good exposure to AI/ML required. It’s preferred to have some visualization tools knowledge or experience.,No Salary,/rc/clk?jk=ee6b2fe89b9572a4&fccid=4faf342d2307e9ed&vjs=3,08-09-2022
599, Karnataka,"Sr Engineer I, SW - AI, NLP, Computer vision",Harman International,"Bengaluru, Karnataka",Appx 4-6 years of experience in automotive domain with good exposure to AI/ML required. It’s preferred to have some visualization tools knowledge or experience.,No Salary,/rc/clk?jk=ee6b2fe89b9572a4&fccid=4faf342d2307e9ed&vjs=3,08-09-2022
600, Karnataka,Senior Data Science Engineer,Sabre,"Bengaluru, Karnataka","The prime objective is to get data from multiple sources and provide data insight to customers in the form of reports, charts, dashboards etc.",No Salary,/rc/clk?jk=5e615d7d7dfa3f77&fccid=05fac7ab69452ba3&vjs=3,08-09-2022
601, Uttar Pradesh,Data Scientist Job stage 9,Ericsson,"Noida, Uttar Pradesh",Acuity for business flow understanding and expertise in data preparation-data mining and pre-processing and documentation skills.,No Salary,/rc/clk?jk=8586d48a052e5891&fccid=82656d64a9a3e6a7&vjs=3,08-10-2022
602, Maharashtra+1 location,Presales Solutions Architect : Big Data,Databricks,"Mumbai, Maharashtra+1 location",Understanding of customer-facing pre-sales or consulting role with a core strength in either data engineering or data science advantageous.,No Salary,/rc/clk?jk=c6a30ffb566d5446&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022
603, Maharashtra,"Solutions Architect : Presales , Big Data",Databricks,"Mumbai, Maharashtra",Understanding of customer-facing pre-sales or consulting role with a core strength in either data engineering or data science advantageous.,No Salary,/rc/clk?jk=7a43a69baf06c321&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022
604, Maharashtra,Deputy Manager_Assistant Lead_Data Science_Pune,Vodafone,"Pune, Maharashtra","Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex…",No Salary,/rc/clk?jk=16e067af147b1bbf&fccid=374d720d3973ca1c&vjs=3,08-09-2022
605, Maharashtra,Deputy Manager_Assistant Lead_Data Science_Pune,Vodafone,"Pune, Maharashtra","Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex…",No Salary,/rc/clk?jk=16e067af147b1bbf&fccid=374d720d3973ca1c&vjs=3,08-09-2022
606, Kerala,Visual Analytics Lead,Prevalent AI,"Kochi, Kerala",PAI’s Security Data Science Platform (SDS) is a big data security analytics platform that can ingest wide range of security telemetry data and apply advanced…,No Salary,/rc/clk?jk=2e72f7bd96bd452c&fccid=a17c77ae0e200a04&vjs=3,08-11-2022
607, Maharashtra,Cloud Analytics Specialist (SRE),UPL ltd,"Mumbai, Maharashtra",Build modern and secure CI/CD pipelines to automate best practices development and deployment workflows used by data scientists (ML pipelines) and data…,No Salary,/rc/clk?jk=d4c532a7fadd4ea3&fccid=7f9e38c338b1c823&vjs=3,08-08-2022
608, Karnataka,Einstein Analytics / Tableau CRM developer,CAPCO,"Bengaluru, Karnataka","We are looking for strong Data Analyst with demonstrable experience of working in a data-related role; data analysis, architecture, data structures & modelling,…",No Salary,/rc/clk?jk=89292eac3c563b72&fccid=c2a63affe8751868&vjs=3,08-09-2022
609, Maharashtra,Pre Sales Solutions Architect (Data + AI),Databricks,"Mumbai, Maharashtra",Understanding of customer-facing pre-sales or consulting role with a core strength in either data engineering or data science advantageous.,No Salary,/rc/clk?jk=3b3df5441a40e4da&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022
610, Karnataka,Associate- Model Risk Management,Capital One,"Bengaluru, Karnataka",0.6 to 2 years of experience in R or Python for large scale data analysis. You have hands-on experience developing data science solutions using open-source…,No Salary,/rc/clk?jk=73f02f185b8c77f2&fccid=b85c5070c3d3d8c8&vjs=3,08-09-2022
611, Karnataka,Associate- Model Risk Management,Capital One,"Bengaluru, Karnataka",0.6 to 2 years of experience in R or Python for large scale data analysis. You have hands-on experience developing data science solutions using open-source…,No Salary,/rc/clk?jk=73f02f185b8c77f2&fccid=b85c5070c3d3d8c8&vjs=3,08-09-2022
612, Karnataka,"AVP, Business Intelligence and Analytics Lead",Standard Chartered,"Bengaluru, Karnataka","Expert knowledge in data analysis, data integration, data modelling, database design, and data warehousing technology. Relevant HR COEs and GPOs.",No Salary,/rc/clk?jk=03904de649a34f35&fccid=5249cd8e17163cb5&vjs=3,08-11-2022
613, Kerala,Senior Data Science Manager,Nissan,"Thiruvananthapuram, Kerala","Experience in various statistical and machine learning models, data mining, and unstructured data analytics in corporate or academic research environments.",No Salary,/rc/clk?jk=276633c5bfd118ac&fccid=154ba50a8fca4d5c&vjs=3,08-08-2022
614,India,Senior AI/ML Developer,OpenEyes Technologies,India,Study and transform data science prototypes. Convert machine learning models into APIs for applications accessibility. Train and retrain systems when necessary.,No Salary,/rc/clk?jk=f837de108984b3e2&fccid=49c1728c8e9d5dbb&vjs=3,08-13-2022
615, Karnataka,Consulting_SAMA-Analytics_Sr. ML Engineer_Sr. Consultant/Man...,Deloitte,"Bengaluru, Karnataka","Systems design experience, with the ability to architect and explain data analytics pipelines and data flows. Experience in designing and deploying using one or…",No Salary,/rc/clk?jk=7fac9c77f7c93fe2&fccid=9e215d88a6b33622&vjs=3,08-13-2022
616, Maharashtra,Cloud Analytics Specialist (SRE),UPL NA Inc.,"Mumbai, Maharashtra",Build modern and secure CI/CD pipelines to automate best practices development and deployment workflows used by data scientists (ML pipelines) and data…,No Salary,/rc/clk?jk=6282b27da4a5eaf4&fccid=bed42f8c7b64d685&vjs=3,08-08-2022
617, Maharashtra,Cloud Analytics Specialist (SRE),UPL NA Inc.,"Mumbai, Maharashtra",Build modern and secure CI/CD pipelines to automate best practices development and deployment workflows used by data scientists (ML pipelines) and data…,No Salary,/rc/clk?jk=6282b27da4a5eaf4&fccid=bed42f8c7b64d685&vjs=3,08-08-2022
618, Karnataka,Sr. Associate- Model Risk Management,Capital One,"Bengaluru, Karnataka",2+ years of experience in R or Python for large scale data analysis. You have hands-on experience developing data science solutions using open-source tools and…,No Salary,/rc/clk?jk=3564525fbb049e43&fccid=b85c5070c3d3d8c8&vjs=3,08-09-2022
619, Karnataka,"Senior Software Engineer, Data Science Infrastructure",GO-JEK,"Bengaluru, Karnataka",Manage data science infrastructure to streamline model development and deployment. You’ll employ your stellar software engineering skills and expertise in the…,No Salary,/rc/clk?jk=609d3cd5cc103d26&fccid=35c79097c1f63f3d&vjs=3,08-11-2022
620, Uttar Pradesh+1 location,Machine Learning Engineer 4,Adobe,"Noida, Uttar Pradesh+1 location",Strong experience with data transformation & ETL on large data sets. Create efficient data ingestion processes with low latency systems and data warehouses.,No Salary,/rc/clk?jk=25d722e3c903140f&fccid=f89deb5a97c7738a&vjs=3,08-11-2022
621, Karnataka,NLP | ML Engineer,Recex,"Bengaluru, Karnataka","Work with Data engineers to develop data pipelines, infrastructure and real time systems. We encourage our engineers to take ownership over technical and…","₹12,00,000 - ₹24,00,000 a year",/rc/clk?jk=37e40cbb690b22ae&fccid=572096e95cbcbad7&vjs=3,08-09-2022
622, Karnataka,Data Scientist - FE,Tookitaki Holding PTE LTD,"Bengaluru, Karnataka","The data science team is responsible for solving business problems with complex data. Big data experience, e.g. familiarity with Spark, Hadoop, is highly…",No Salary,/rc/clk?jk=10f5a6cbb429b423&fccid=baa5a085a6dc8988&vjs=3,08-17-2022
623, Karnataka,Data Scientist - FE,Tookitaki Holding PTE LTD,"Bengaluru, Karnataka","The data science team is responsible for solving business problems with complex data. Big data experience, e.g. familiarity with Spark, Hadoop, is highly…",No Salary,/rc/clk?jk=10f5a6cbb429b423&fccid=baa5a085a6dc8988&vjs=3,08-17-2022
624, Karnataka,Data Scientist,GLOBAL TECHNOLOGIES,"Bengaluru, Karnataka","Partner with other internal/external teams to facilitate development or implementation of identified analytics solutions, work closely with IT teams wherever…","₹4,79,081 - ₹17,54,930 a year",/company/GLOBAL-TECHNOLOGIES/jobs/Data-Scientist-504bd9e8e6e0872e?fccid=e53b4e475707c8ed&vjs=3,08-24-2022
625, Madhya Pradesh,Data Scientist,iMentus Technologies,"Indore, Madhya Pradesh",Data mining or extracting usable data from valuable data sources. Carrying out preprocessing of structured and unstructured data.,"₹2,50,000 - ₹4,00,000 a year",/company/iMentus-Technologies/jobs/Data-Scientist-b21b6e571387d8b2?fccid=19ce28b923229534&vjs=3,08-24-2022
626, Telangana,Lead Data Scientist,Deltacubes Technology,"Remote in Hyderabad, Telangana","Job Types: Full-time, Freelance. Total work: 7 years (Preferred).","₹60,000 - ₹90,000 a month",/company/Deltacubes-Technology/jobs/Lead-Data-Scientist-9fb65e55dc254f8d?fccid=d42830a456b570b9&vjs=3,08-27-2022
627, Kerala,Machine Learning Engineer,TechnoMaster.in,"Kochi, Kerala","Searching and selecting appropriate data sets before performing data collection and data modeling. Studying, transforming, and converting data science…","₹20,420 - ₹45,108 a month",/company/TechnoMaster.in/jobs/Machine-Learning-Engineer-9fd107be88f6cfba?fccid=bf8d22a495b485d9&vjs=3,08-20-2022
628, Karnataka,Data Scientist - Remote,Promptcloud,"Remote in Bengaluru, Karnataka","Familiarity with database queries and data analysis processes (SQL, Python). Track record of leading, building, and deploying production NLP systems on large…",No Salary,/rc/clk?jk=90f614deb5592307&fccid=20005239fdea3244&vjs=3,08-11-2022
629, Karnataka,Data Scientist - Remote,Promptcloud,"Remote in Bengaluru, Karnataka","Familiarity with database queries and data analysis processes (SQL, Python). Track record of leading, building, and deploying production NLP systems on large…",No Salary,/rc/clk?jk=90f614deb5592307&fccid=20005239fdea3244&vjs=3,08-11-2022
630, Karnataka,Data Scientist - Remote,Promptcloud,"Remote in Bengaluru, Karnataka","Familiarity with database queries and data analysis processes (SQL, Python). Track record of leading, building, and deploying production NLP systems on large…",No Salary,/rc/clk?jk=90f614deb5592307&fccid=20005239fdea3244&vjs=3,08-11-2022
631, Tamil Nadu,Offshore Consultant Data Science & Analytics,DAYS Group Of Companies,"Chennai, Tamil Nadu","Extensive experience with the use of SAS/Base, SAS/SQL, SAS/MACROS, SAS – ODS, Graphs, SQL. A specialist knowledge of Advanced SAS coding background.","₹25,00,000 - ₹30,00,000 a year",/company/Days-Group-of-Company/jobs/Offshore-Consultant-Data-Science-Analytic-18d06aba56170182?fccid=5c896758ab6cb561&vjs=3,08-25-2022
632, Kerala,AI /Deep Learning Engineer,ALPHABETSOLUTIONZ,"Thiruvananthapuram, Kerala","Understanding of data structures, data modeling, and software architecture. Study and transform data science prototypes.","₹15,000 - ₹20,000 a month",/company/ALPHABETSOLUTIONZ/jobs/Ai-ba944481ff6a604a?fccid=e2c5113496019081&vjs=3,08-21-2022
633, Uttar Pradesh,Data Science Trainer,VM Coder Technology Solutions Pvt. Ltd.,"Noida, Uttar Pradesh",2 years’ experience in data science. We are looking for a IT person who has enough knowledge on Data science that he/she can give classes/seminar on them on…,"₹2,00,000 - ₹5,00,000 a year",/company/VM-Coder-Technology-Solutions-Pvt.-Ltd./jobs/Data-Science-Trainer-f2bdee95ccf85f3e?fccid=f3422c5e94fe6707&vjs=3,08-13-2022
634, Karnataka,Junior AI/ML Engineer,Hutech Solutions,"Bengaluru, Karnataka","Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture. Developing ML algorithms to analyze huge volumes of…",No Salary,/company/Hutech-Solutions/jobs/Junior-Ai-Ml-Engineer-b9d919b48183a495?fccid=7c7435c6188f613a&vjs=3,08-27-2022
635, Karnataka,Junior AI/ML Engineer,Hutech Solutions,"Bengaluru, Karnataka","Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture. Developing ML algorithms to analyze huge volumes of…",No Salary,/company/Hutech-Solutions/jobs/Junior-Ai-Ml-Engineer-b9d919b48183a495?fccid=7c7435c6188f613a&vjs=3,08-27-2022
636, Uttar Pradesh,AI & Machine Learning Engineer,ASUUN WELLNESS PRIVATE LIMITED,"Noida, Uttar Pradesh","Understanding of machine learning techniques, data structures, algorithms and statistics. Experience in Python Scripting is a must.","₹60,000 - ₹80,000 a month",/company/ASUUN-WELLNESS-PRIVATE-LIMITED/jobs/Ai-Machine-Learning-Engineer-2d5f4c1be8bacdae?fccid=fefa3a5fec92a4de&vjs=3,08-20-2022
637, Maharashtra,Machine Learning Engineer,Pragmatic Techsoft Pvt. Ltd,"Pune, Maharashtra","Must have experience working with unstructured data related to text, voice, video and image analytics. Design, implement, test, deploy and maintain innovative…","₹2,52,957 - ₹9,00,000 a year",/company/Pragmatic-Techsoft-Pvt-Ltd/jobs/Machine-Learning-Engineer-100aece529e3a534?fccid=a9b0a846abf171ff&vjs=3,08-27-2022
638, Madhya Pradesh,Data Science Intern,GenieTalk Pvt Ltd,"Indore, Madhya Pradesh",Implementation of security and data protection. Able to integrate multiple data sources and databases into single system. Total work: 1 year (Preferred).,"₹9,000 - ₹10,000 a month",/company/GenieTalk-Pvt-Ltd/jobs/Data-Science-Intern-109398c84a572fc1?fccid=6b7b0ff821a1393a&vjs=3,08-25-2022
639, Kerala,Trainer: Artificial Intelligence & Machine Learning,TIS,"Ernakulam, Kerala",Those who have immense industrial experience and practical knowledge can apply for the post.,"₹15,000 - ₹25,000 a month",/company/Global-IT-training-hub/jobs/Trainer-4ef6f8b0040478b2?fccid=0a8237c7857f98d6&vjs=3,08-14-2022
640, Tamil Nadu,Data Scientist,Digitwin Technology Pvt Ltd,"Temporarily Remote in Chennai, Tamil Nadu","Digitwin Technology Pvt Ltd , Chennai. Create & develop ML/AI Algorithms for industrial needs. Statistics – Good applied statistical skills, including knowledge…","₹4,00,000 a year",/company/Digitwin-Technology-Pvt-Ltd/jobs/Data-Scientist-e0122d1cf4ca78f5?fccid=84d654899eec044b&vjs=3,08-25-2022
641, Tamil Nadu,Data Scientist,Digitwin Technology Pvt Ltd,"Temporarily Remote in Chennai, Tamil Nadu","Digitwin Technology Pvt Ltd , Chennai. Create & develop ML/AI Algorithms for industrial needs. Statistics – Good applied statistical skills, including knowledge…",No Salary,/company/Digitwin-Technology-Pvt-Ltd/jobs/Data-Scientist-e0122d1cf4ca78f5?fccid=84d654899eec044b&vjs=3,08-25-2022
642, Kerala,20 Data Scientist,UVJ Technologies,"Kochi, Kerala",Good knowledge in meteorological science. Good programming experience in Fortran / Python / Bash. Experience in Linux shell programming.,No Salary,/rc/clk?jk=8fad210de1aec9db&fccid=d1c3e6e342c9eef7&vjs=3,08-13-2022
643, Maharashtra,Sr. Data Scientist (6- 7 years)- Face to face interview,Tech Opportunity,"Prabhadevi, Mumbai, Maharashtra",Perform data analysis & modeling. Will be challenged with designing and creating world class analytics by leveraging machine learning and advanced methodologies…,"₹10,00,000 - ₹22,00,000 a year",/company/Tech-Opportunity/jobs/Senior-Data-Scientist-21776aa33c530c7e?fccid=5b7e2611388c5e80&vjs=3,08-26-2022
644, Kerala,Machine Learning Engineer,Datamate Infosolutions Pvt. Ltd,"Kochi, Kerala","We are looking for professionals who have good knowledge in Machine Learning, NLP and Deep Learning. Kochi, Kerala: Reliably commute or planning to relocate…",No Salary,/company/Datamate-Infosolutions/jobs/Machine-Learning-Engineer-af1e80c82b117155?fccid=ac1d6f210dfbb526&vjs=3,08-27-2022
645, Karnataka,Senior Data Scientist,Index Exchange,"Remote in Bengaluru, Karnataka","Demonstrated history of enabling advanced data modeling based guidance for technology development. Design, develop, and drive implementation of complex data…",No Salary,/rc/clk?jk=5bda1387db4e5120&fccid=82179ab8760b598c&vjs=3,08-10-2022
646, Karnataka,Data Scientist,BitGo,"Bengaluru, Karnataka",Familiarity with data warehouse development and best practices. 2+ years industry experience in data analytics field for those with Masters degree / 3+ years…,No Salary,/rc/clk?jk=1fbf6103f97cf647&fccid=b8e9ebc948f649d4&vjs=3,08-11-2022
647, Karnataka,Data Scientist,BitGo,"Bengaluru, Karnataka",Familiarity with data warehouse development and best practices. 2+ years industry experience in data analytics field for those with Masters degree / 3+ years…,No Salary,/rc/clk?jk=1fbf6103f97cf647&fccid=b8e9ebc948f649d4&vjs=3,08-11-2022
648, Maharashtra,Machine Learning Engineer,nCircle Tech Pvt. Ltd.,"Pune, Maharashtra","Good knowledge of Python & C++ with 2+ years of minimum experience. Strong understanding of various Python Libraries, APIs, and toolkits.","₹5,00,000 - ₹13,00,000 a year",/company/nCircle-Tech-Pvt.-Ltd./jobs/Machine-Learning-Engineer-f9aa4215e2c996cc?fccid=daaacee388ab7348&vjs=3,08-23-2022
649, Delhi+5 locations,Machine Learning Engineer,Acme Infosystem Professionals,"Remote in Delhi, Delhi+5 locations","Familiarity with distributed data processing tools like Spark, Snowflake and Dataiku. A solid understanding of statistical modelling/machine learning/data…",No Salary,/company/Acme-Infosystem-Professionals/jobs/Machine-Learning-Engineer-d76c8104443a72cc?fccid=0b4f457d13ee80d2&vjs=3,08-26-2022
650, Tamil Nadu,Artificial Intelligence Internship,Evolve Lab,"Guindy, Chennai, Tamil Nadu","Our Edu-Tech training facilitate to inspire & educate the next 10 million young generation of innovators, engineers, scientist & artists in the field of…","₹12,000 a month",/company/Evolve-Lab/jobs/Artificial-Intelligence-Internship-0348bdd00927af34?fccid=787c3a4235c44523&vjs=3,08-16-2022
651, Karnataka,Machine Learning Engineer,Flipped.ai,"Bengaluru, Karnataka",Scripting and programming for audio and text data cleaning. Implement automatic approaches to assist the project team in data validation.,"₹7,20,000 - ₹8,20,000 a year",/company/Flipped.ai/jobs/Machine-Learning-Engineer-bbf48b3978e7ad59?fccid=1a42d45a363f9148&vjs=3,08-24-2022
